id,lossyear,longitude,latitude
496,19.0,145.4016861006769,-41.72666173225781
497,19.0,146.67998874997897,-41.856917448455135
498,19.0,145.71699476540283,-42.79026702865532
499,19.0,146.66651402071722,-41.87218880828517
500,19.0,145.62446829113856,-42.73277485047167
501,19.0,145.55350138369312,-42.61689217882025
502,19.0,145.5490098072725,-42.97172671604747
503,19.0,146.49403748616623,-41.96381696726536
504,,146.92163556140713,-41.2433681094015
505,19.0,146.5937504827035,-42.06622490965499
506,19.0,146.29910306951228,-42.463280265235824
507,,145.6406379662527,-41.1095191320677
508,19.0,145.5022974124983,-42.672587726435665
509,,145.37922821857393,-40.939737543369105
510,19.0,146.2802384485458,-42.43273754557576
511,19.0,146.58117406872583,-43.25469603054512
512,,145.5310435015901,-42.65821468188976
513,19.0,145.6172817688656,-42.730978219903434
514,19.0,145.4933142596571,-42.698638869675136
515,19.0,146.49673243201858,-43.15857629514433
516,19.0,146.62788646350003,-41.86769723186458
517,7.0,145.72597791824404,-42.77140240768881
518,19.0,145.64782448852566,-42.768707461836456
519,19.0,145.63434975926384,-42.948370518660354
520,,147.2935380890326,-42.88818339462435
521,19.0,146.59914037440825,-41.86500228601221
522,19.0,146.48146107218855,-43.218763419180334
523,19.0,145.52655192516954,-42.680672563992744
524,19.0,146.35659524769596,-41.49489638895497
525,,145.5849424186373,-42.72648664348284
526,,145.1061403722016,-41.679051022199474
527,19.0,146.66381907486482,-41.883866906978724
528,19.0,145.59033231034198,-42.60072250370611
529,,146.6036319508288,-42.006936100903104
530,19.0,145.7699953671659,-41.531727315603874
531,19.0,145.72058802653936,-42.91513285314794
532,19.0,146.84438044697288,-43.13971167417782
533,19.0,146.4652913970744,-43.08491444184652
534,19.0,146.23891594547632,-42.442619013701076
535,19.0,145.26604049277483,-41.79583200913501
536,19.0,146.56949597003228,-43.29332358776226
537,19.0,147.01146708981906,-41.005314559109834
538,19.0,146.55781787133873,-43.097490855824205
539,19.0,145.35856696703917,-42.01232599260781
540,19.0,146.514698737701,-41.92518941004822
541,19.0,145.76730042131356,-42.93938736581916
542,19.0,146.33503568087707,-42.680672563992744
543,19.0,145.37024506573272,-42.01681756902842
544,19.0,146.8084478356081,-43.15138977287137
545,19.0,146.37725649923073,-42.660909627742114
546,19.0,146.56230944775933,-42.09856425988329
547,19.0,145.51936540289654,-42.704028761379845
548,19.0,145.33880403078854,-41.806611792544444
549,19.0,146.4230705787208,-42.69414729325453
550,19.0,146.55422461020225,-41.96291865198124
551,,146.17064398388322,-42.52885728097654
552,19.0,146.65214097617127,-41.98178327294775
553,19.0,146.19939007297506,-42.501009507168845
554,19.0,145.55080643784072,-42.812724910758305
555,19.0,146.31347611405823,-42.45339879711051
556,19.0,146.83988887055227,-42.17671768960169
557,19.0,146.71771799191202,-43.19989879821382
558,19.0,146.7698202783909,-43.02652394837875
559,,145.5759592657961,-42.91243790729558
560,19.0,145.46366985528113,-41.70869542657542
561,19.0,146.19669512712267,-42.493822984895885
562,19.0,145.85623363444137,-42.75163947143818
563,19.0,146.4976307473027,-42.00873273147134
564,19.0,147.94930824643984,-42.122818772554524
565,19.0,146.64136119276185,-41.70869542657542
566,19.0,146.469782973495,-41.96920685897008
567,,146.9189406155548,-43.39573153015188
568,19.0,144.93995204463948,-40.98375499229097
569,19.0,146.25508562059048,-42.42824596915516
570,,146.9108557779977,-43.13072852133662
571,19.0,146.289221601387,-42.58006125217136
572,,145.7843684117118,-42.33841444074321
573,19.0,145.2462775565242,-40.985551622859205
574,19.0,146.43115541627787,-43.167559447985525
575,,147.18035036323357,-42.218938507955315
576,19.0,145.48612773738415,-42.629468592797934
577,19.0,146.62698814821596,-43.12533862963191
578,7.0,146.8919911570312,-42.749842840869945
579,19.0,146.7725152242433,-43.06694813616414
580,19.0,146.81653267316517,-42.18839578829524
581,19.0,145.64692617324152,-41.10772250149947
582,19.0,145.5912306256261,-42.88728507934023
583,19.0,146.59285216741938,-42.139886762952784
584,,146.4742745499156,-42.03388555942669
585,19.0,146.37545986866246,-42.930404212977976
586,19.0,145.58763736448964,-42.897166547465545
587,19.0,146.3530019865595,-42.51987412813534
588,19.0,146.4230705787208,-43.16845776326964
589,19.0,145.67746889290157,-42.795656920360045
590,19.0,146.22813616206685,-42.660909627742114
591,19.0,146.28203507911405,-42.602519134274345
592,19.0,145.567874428239,-42.60431576484258
593,19.0,146.31078116820584,-42.51448423643063
594,19.0,145.5912306256261,-42.77140240768881
595,,146.1293214808137,-41.30086028758515
596,19.0,146.48595264860916,-43.154983034007856
597,10.0,145.5993154631832,-42.76780914655234
598,19.0,145.64423122738918,-43.008557642696374
599,19.0,146.9162456697024,-42.13359855596396
600,19.0,147.04829801646798,-42.16773453676049
601,19.0,146.48325770275682,-43.148694827019014
602,19.0,145.5615862212502,-42.891776655760836
603,19.0,146.2613738275793,-42.59443429671727
604,19.0,145.67028237062863,-42.90794633087498
605,19.0,146.90456757100884,-43.213373527475625
606,19.0,146.6593274984442,-43.08760938769889
607,19.0,145.55529801426133,-42.81002996490595
608,,145.74933411563114,-41.54699867543391
609,,147.97805433553168,-42.13180192539572
610,19.0,145.33521076965206,-41.80032358555562
611,19.0,145.79424987983714,-41.42123453565718
612,19.0,146.45900319008558,-43.232238148442136
613,19.0,146.45900319008558,-41.96561359783361
614,19.0,146.45630824423324,-41.934172562889415
